CrimeType,CrimeLocType,StatZone,Month
עבירות כלפי הרכוש,בית הקרבן,632,3.0
עבירות כלפי הרכוש,בית הקרבן,632,2.0
עבירות כלפי הרכוש,בית הקרבן,632,6.0
עבירות נגד גוף,בית הקרבן,632,5.0
עבירות כלפי הרכוש,בית הקרבן,632,4.0
עבירות כלפי הרכוש,בית הקרבן,632,4.0
עבירות כלפי הרכוש,בית הקרבן,632,1.0
עבירות סדר ציבורי,בית הקרבן,632,1.0
עבירות נגד גוף,בית הקרבן,632,1.0
עבירות כלפי הרכוש,בית הקרבן,632,1.0
עבירות מין,בית הקרבן,632,5.0
עבירות נגד גוף,בית הקרבן,632,5.0
עבירות סדר ציבורי,בית הקרבן,632,4.0
עבירות נגד גוף,בית הקרבן,632,4.0
עבירות כלפי הרכוש,בית הקרבן,632,4.0
עבירות כלפי הרכוש,בית הקרבן,632,4.0
עבירות כלפי הרכוש,בית הקרבן,632,4.0
עבירות נגד גוף,בית הקרבן,632,3.0
עבירות נגד גוף,בית הקרבן,632,4.0
עבירות סדר ציבורי,בית הקרבן,632,3.0
עבירות סדר ציבורי,בית הקרבן,632,3.0
עבירות כלפי הרכוש,בית הקרבן,632,2.0
עבירות כלפי הרכוש,בית הקרבן,632,2.0
עבירות כלפי הרכוש,בית הקרבן,632,1.0
עבירות סדר ציבורי,בית הקרבן,632,1.0
עבירות נגד גוף,בית הקרבן,632,1.0
עבירות כלפי הרכוש,בית הקרבן,632,1.0
שאר עבירות,בית הקרבן,632,1.0
עבירות סדר ציבורי,בית הקרבן,632,1.0
עבירות סדר ציבורי,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,6.0
עבירות כלפי הרכוש,בית המבצע,632,5.0
שאר עבירות,בית המבצע,632,5.0
עבירות כלפי המוסר,בית המבצע,632,3.0
עבירות כלפי המוסר,בית המבצע,632,1.0
עבירות סדר ציבורי,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,5.0
עבירות סדר ציבורי,בית המבצע,632,5.0
עבירות כלפי המוסר,בית המבצע,632,3.0
עבירות סדר ציבורי,בית המבצע,632,1.0
עבירות כלפי המוסר,בית המבצע,632,1.0
עבירות כלפי הרכוש,בית המבצע,632,1.0
עבירות סדר ציבורי,בית המבצע,632,6.0
עבירות כלפי הרכוש,בית המבצע,632,6.0
עבירות בטחון,בית המבצע,632,5.0
עבירות כלפי המוסר,בית המבצע,632,3.0
עבירות כלפי המוסר,בית המבצע,632,2.0
עבירות כלפי המוסר,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,6.0
עבירות נגד גוף,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,5.0
עבירות כלפי המוסר,בית המבצע,632,4.0
עבירות כלפי המוסר,בית המבצע,632,2.0
עבירות כלפי המוסר,בית המבצע,632,1.0
עבירות כלפי המוסר,בית המבצע,632,1.0
עבירות כלפי המוסר,בית המבצע,632,1.0
עבירות כלפי הרכוש,בית אבות,632,4.0
עבירות כלפי הרכוש,בית אבות,632,4.0
עבירות כלפי הרכוש,בית אבות,632,4.0
עבירות סדר ציבורי,"אחר,שלא פורט לעיל",632,5.0
עבירות כלפי הרכוש,"אחר,שלא פורט לעיל",632,5.0
עבירות סדר ציבורי,"אחר,שלא פורט לעיל",632,6.0
שאר עבירות,"אחר,שלא פורט לעיל",632,5.0
עבירות נגד גוף,"אחר,שלא פורט לעיל",632,4.0
עבירות נגד גוף,תחנת רכבת,633,3.0
עבירות נגד גוף,תחנת מוניות,633,1.0
עבירות נגד גוף,תחנת מוניות,633,3.0
עבירות מרמה,תחנת דלק,633,6.0
עבירות נגד גוף,תחנת דלק,633,2.0
עבירות כלפי הרכוש,תחנת דלק,633,2.0
עבירות כלפי המוסר,תחנת דלק,633,4.0
עבירות מרמה,תחנת דלק,633,6.0
עבירות כלפי המוסר,תחנת דלק,633,6.0
עבירות מרמה,תחנת דלק,633,6.0
עבירות מרמה,תחנת דלק,633,5.0
עבירות מרמה,תחנת דלק,633,1.0
עבירות מרמה,תחנת דלק,633,6.0
עבירות כלפי הרכוש,תחנת דלק,633,6.0
עבירות כלפי הרכוש,תחנת דלק,633,4.0
עבירות מרמה,תחנת דלק,633,3.0
עבירות כלפי הרכוש,תחנת דלק,633,2.0
עבירות מרמה,תחנת דלק,633,2.0
עבירות מרמה,תחנת דלק,633,3.0
עבירות נגד גוף,תחנת דלק,633,2.0
עבירות מרמה,תחנת דלק,633,2.0
עבירות מרמה,תחנת דלק,633,2.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,5.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,6.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,6.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,4.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,4.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,3.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,3.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,3.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,2.0
עבירות כלפי הרכוש,רכב מנועי אחר,633,6.0
עבירות כלפי המוסר,רחוב,633,6.0
עבירות סדר ציבורי,רחוב,633,6.0
עבירות סדר ציבורי,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות נגד גוף,רחוב,633,4.0
עבירות נגד גוף,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,3.0
שאר עבירות,רחוב,633,2.0
עבירות נגד גוף,רחוב,633,2.0
עבירות כלפי הרכוש,רחוב,633,2.0
עבירות כלפי המוסר,רחוב,633,2.0
עבירות סדר ציבורי,רחוב,633,2.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות רשוי,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות כלפי המוסר,רחוב,633,1.0
עבירות סדר ציבורי,רחוב,633,6.0
עבירות כלפי המוסר,רחוב,633,6.0
עבירות נגד גוף,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות סדר ציבורי,רחוב,633,5.0
עבירות כלפי המוסר,רחוב,633,5.0
עבירות כלפי הרכוש,רחוב,633,5.0
עבירות כלפי הרכוש,רחוב,633,5.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות נגד גוף,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי המוסר,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,2.0
עבירות כלפי המוסר,רחוב,633,2.0
עבירות כלפי המוסר,רחוב,633,2.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות סדר ציבורי,רחוב,633,1.0
עבירות סדר ציבורי,רחוב,633,1.0
עבירות סדר ציבורי,רחוב,633,1.0
עבירות סדר ציבורי,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות סדר ציבורי,רחוב,633,5.0
עבירות נגד גוף,רחוב,633,5.0
עבירות כלפי הרכוש,רחוב,633,5.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות נגד גוף,רחוב,633,4.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות נגד גוף,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות נגד גוף,רחוב,633,2.0
עבירות סדר ציבורי,רחוב,633,2.0
עבירות סדר ציבורי,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות כלפי המוסר,רחוב,633,1.0
עבירות כלפי המוסר,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות כלפי המוסר,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,5.0
עבירות סדר ציבורי,רחוב,633,5.0
עבירות כלפי הרכוש,רחוב,633,5.0
עבירות כלפי המוסר,רחוב,633,4.0
עבירות כלפי המוסר,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות כלפי המוסר,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות נגד גוף,רחוב,633,2.0
עבירות כלפי הרכוש,רחוב,633,2.0
עבירות סדר ציבורי,רחוב,633,2.0
עבירות כלפי הרכוש,רחוב,633,2.0
עבירות סדר ציבורי,רחוב,633,2.0
עבירות סדר ציבורי,רחוב,633,1.0
עבירות כלפי המוסר,רחוב,633,1.0
עבירות כלפי הרכוש,קניון,633,5.0
עבירות כלפי הרכוש,קניון,633,6.0
עבירות כלפי הרכוש,קליניקה פרטית,633,2.0
עבירות סדר ציבורי,על גבי החשוד,633,3.0
עבירות כלפי הרכוש,סוכנות ביטוח,633,4.0
עבירות סדר ציבורי,משרדים אחרים,633,1.0
עבירות סדר ציבורי,משרדים אחרים,633,5.0
עבירות כלפי הרכוש,משרדים אחרים,633,1.0
עבירות כלפי הרכוש,משרדים,633,3.0
עבירות כלפי הרכוש,משרדים,633,1.0
עבירות סדר ציבורי,משרדים,633,1.0
עבירות כלפי הרכוש,משרדים,633,1.0
עבירות כלפי הרכוש,משרדים,633,6.0
עבירות כלפי הרכוש,משרדים,633,5.0
עבירות סדר ציבורי,משרדים,633,4.0
עבירות מרמה,משרדים,633,4.0
עבירות נגד גוף,משרדים,633,1.0
עבירות סדר ציבורי,משרדים,633,1.0
עבירות סדר ציבורי,משרד פרטי,633,3.0
עבירות כלפי הרכוש,משרד פרטי,633,3.0
עבירות סדר ציבורי,משרד פרטי,633,3.0
עבירות סדר ציבורי,משרד פרטי,633,3.0
עבירות נגד גוף,משרד פרטי,633,4.0
עבירות מרמה,משרד פרטי,633,3.0
עבירות מרמה,משרד פרטי,633,3.0
עבירות מרמה,משרד פרטי,633,4.0
עבירות מרמה,משרד פרטי,633,1.0
עבירות מרמה,משרד פרטי,633,4.0
עבירות מרמה,משרד פרטי,633,2.0
עבירות סדר ציבורי,משרד ממשלתי,633,3.0
עבירות נגד גוף,משרד ממשלתי,633,3.0
עבירות מרמה,משרד מוניציפאלי,633,6.0
עבירות מרמה,משרד מוניציפאלי,633,1.0
עבירות סדר ציבורי,משרד מוניציפאלי,633,1.0
עבירות מרמה,משרד מוניציפאלי,633,6.0
עבירות סדר ציבורי,"מרפאה/קופ""ח      ",633,5.0
עבירות כלפי הרכוש,"מרפאה/קופ""ח      ",633,5.0
עבירות נגד גוף,"מרפאה/קופ""ח      ",633,1.0
עבירות סדר ציבורי,"מרפאה/קופ""ח      ",633,6.0
עבירות סדר ציבורי,"מרפאה/קופ""ח      ",633,6.0
עבירות סדר ציבורי,"מרפאה/קופ""ח      ",633,5.0
עבירות סדר ציבורי,"מרפאה/קופ""ח      ",633,5.0
עבירות כלפי הרכוש,"מרפאה/קופ""ח      ",633,3.0
עבירות כלפי הרכוש,"מרפאה/קופ""ח      ",633,3.0
עבירות כלפי הרכוש,"מרפאה/קופ""ח      ",633,1.0
עבירות נגד גוף,"מרפאה/קופ""ח      ",633,5.0
עבירות כלפי הרכוש,"מרפאה/קופ""ח      ",633,4.0
עבירות נגד גוף,"מרפאה/קופ""ח      ",633,3.0
עבירות סדר ציבורי,"מרפאה/קופ""ח      ",633,3.0
עבירות מרמה,"מרפאה/קופ""ח      ",633,2.0
עבירות סדר ציבורי,"מרפאה/קופ""ח      ",633,1.0
עבירות כלפי הרכוש,"מרפאה/קופ""ח      ",633,6.0
עבירות סדר ציבורי,"מרפאה/קופ""ח      ",633,5.0
עבירות מרמה,"מרפאה/קופ""ח      ",633,2.0
עבירות כלפי הרכוש,"מרכז מסחרי, שוק  ",633,4.0
עבירות כלפי הרכוש,"מרכז מסחרי, שוק  ",633,6.0
עבירות סדר ציבורי,מק.הארחה/בלוי אחר,633,3.0
עבירות כלפי הרכוש,"מספרה,מכוני יופי",633,2.0
עבירות כלפי הרכוש,מחסן-מקלט,633,6.0
עבירות סדר ציבורי,"מזנון,קיוסק,דוכן ",633,6.0
עבירות כלכליות,"מזנון,קיוסק,דוכן ",633,3.0
עבירות נגד גוף,"מזנון,קיוסק,דוכן ",633,2.0
עבירות כלפי המוסר,"מזנון,קיוסק,דוכן ",633,6.0
עבירות כלפי הרכוש,"מזנון,קיוסק,דוכן ",633,6.0
עבירות כלפי הרכוש,"מזנון,קיוסק,דוכן ",633,6.0
עבירות כלפי הרכוש,"מזנון,קיוסק,דוכן ",633,4.0
עבירות כלפי הרכוש,"מזנון,קיוסק,דוכן ",633,3.0
עבירות כלפי הרכוש,"מזנון,קיוסק,דוכן ",633,2.0
עבירות סדר ציבורי,"מזנון,קיוסק,דוכן ",633,1.0
עבירות סדר ציבורי,מועדון,633,4.0
עבירות סדר ציבורי,מועדון,633,1.0
עבירות סדר ציבורי,מועדון,633,4.0
עבירות סדר ציבורי,מוסדות בריאות,633,4.0
עבירות כלפי הרכוש,מבנה אחר,633,5.0
עבירות כלפי הרכוש,מבנה אחר,633,5.0
עבירות כלפי הרכוש,מבנה אחר,633,4.0
עבירות כלפי הרכוש,מבנה אחר,633,1.0
עבירות כלפי הרכוש,מבנה אחר,633,1.0
עבירות מרמה,כלא,633,1.0
עבירות נגד גוף,כלא,633,1.0
עבירות כלפי הרכוש,"כל-בו,סופרמקט   ",633,4.0
עבירות סדר ציבורי,טלפון,633,5.0
עבירות סדר ציבורי,טלפון,633,4.0
עבירות סדר ציבורי,טלפון,633,5.0
עבירות סדר ציבורי,חצר בית,633,5.0
עבירות נגד גוף,חצר בית,633,5.0
עבירות נגד גוף,חצר בית,633,5.0
עבירות כלפי המוסר,חצר בית,633,1.0
עבירות כלפי הרכוש,חצר בית,633,5.0
עבירות סדר ציבורי,חצר בית,633,4.0
עבירות כלפי הרכוש,חצר בית,633,4.0
עבירות סדר ציבורי,חצר בית,633,2.0
עבירות כלפי המוסר,חצר בית,633,1.0
עבירות נגד גוף,חצר בית,633,6.0
עבירות כלפי הרכוש,חצר בית,633,4.0
עבירות סדר ציבורי,חצר בית,633,4.0
עבירות סדר ציבורי,חצר בית,633,4.0
עבירות סדר ציבורי,חצר בית,633,5.0
עבירות נגד גוף,חצר בית,633,5.0
עבירות כלפי הרכוש,חצר בית,633,1.0
עבירות נגד גוף,חצר בית,633,4.0
עבירות נגד גוף,חצר בית,633,4.0
עבירות סדר ציבורי,חצר בית,633,4.0
עבירות נגד גוף,חצר בית,633,4.0
עבירות כלפי הרכוש,חניון,633,4.0
עבירות כלפי הרכוש,חניון,633,2.0
עבירות כלפי הרכוש,חניה,633,4.0
עבירות כלפי הרכוש,חניה,633,2.0
עבירות כלפי הרכוש,חניה,633,1.0
עבירות כלפי הרכוש,חניה,633,4.0
עבירות כלפי הרכוש,חניה,633,4.0
עבירות כלפי הרכוש,חניה,633,3.0
עבירות כלפי הרכוש,חניה,633,3.0
עבירות סדר ציבורי,חניה,633,1.0
עבירות כלפי הרכוש,חניה,633,1.0
עבירות כלפי הרכוש,חניה,633,1.0
עבירות כלפי הרכוש,חניה,633,4.0
עבירות כלפי הרכוש,חניה,633,2.0
עבירות כלפי הרכוש,חניה,633,2.0
עבירות כלפי הרכוש,חניה,633,2.0
עבירות כלפי הרכוש,חניה,633,5.0
עבירות כלפי הרכוש,חניה,633,3.0
עבירות נגד גוף,חנות מכולת,633,3.0
עבירות מרמה,חנות לחשמל,633,4.0
עבירות מרמה,חנות לחשמל,633,4.0
שאר עבירות,חנות לחשמל,633,4.0
עבירות נגד גוף,חנות לאביזרי צלום,633,4.0
עבירות כלפי הרכוש,חנות הלבשה,633,6.0
עבירות כלפי הרכוש,חנות הלבשה,633,4.0
עבירות כלפי הרכוש,חנות הלבשה,633,2.0
עבירות סדר ציבורי,חנות הלבשה,633,5.0
עבירות כלפי הרכוש,חנות הלבשה,633,4.0
עבירות כלפי הרכוש,חנות הלבשה,633,6.0
עבירות כלפי הרכוש,חנויות ובתי-מסחר,633,3.0
עבירות סדר ציבורי,חנויות ובתי-מסחר,633,6.0
עבירות סדר ציבורי,חנויות ובתי-מסחר,633,6.0
עבירות נגד גוף,חנויות ובתי-מסחר,633,6.0
עבירות כלפי הרכוש,חנויות ובתי-מסחר,633,2.0
עבירות מרמה,חנויות אחרות,633,3.0
עבירות כלפי הרכוש,חנויות אחרות,633,6.0
עבירות כלפי הרכוש,חנויות אחרות,633,6.0
עבירות כלפי הרכוש,חנויות אחרות,633,5.0
עבירות כלפי הרכוש,חנויות אחרות,633,5.0
עבירות כלפי הרכוש,חנויות אחרות,633,4.0
עבירות כלפי הרכוש,חנויות אחרות,633,3.0
עבירות כלפי הרכוש,חנויות אחרות,633,3.0
עבירות כלפי הרכוש,חנויות אחרות,633,2.0
עבירות כלפי הרכוש,חנויות אחרות,633,2.0
עבירות כלפי הרכוש,חנויות אחרות,633,6.0
עבירות מרמה,חנויות אחרות,633,4.0
עבירות סדר ציבורי,חנויות אחרות,633,5.0
עבירות כלפי הרכוש,חנויות אחרות,633,5.0
עבירות כלפי הרכוש,חנויות אחרות,633,5.0
עבירות נגד גוף,חנויות אחרות,633,5.0
עבירות כלפי הרכוש,חנויות אחרות,633,5.0
עבירות סדר ציבורי,חנויות אחרות,633,4.0
עבירות כלפי הרכוש,חנויות אחרות,633,4.0
עבירות כלפי הרכוש,חנויות אחרות,633,3.0
עבירות כלפי הרכוש,חנויות אחרות,633,2.0
עבירות כלפי הרכוש,חנויות אחרות,633,3.0
עבירות מרמה,חנויות אחרות,633,3.0
עבירות נגד גוף,חנויות אחרות,633,2.0
עבירות סדר ציבורי,חנויות אחרות,633,1.0
עבירות כלפי הרכוש,חנויות אחרות,633,6.0
עבירות כלפי הרכוש,חנויות אחרות,633,6.0
עבירות כלפי הרכוש,חנויות אחרות,633,6.0
עבירות סדר ציבורי,חנויות אחרות,633,4.0
עבירות כלפי הרכוש,חנויות אחרות,633,5.0
עבירות נגד גוף,חנויות אחרות,633,5.0
עבירות כלפי הרכוש,חנויות אחרות,633,3.0
עבירות כלפי הרכוש,חנויות אחרות,633,5.0
עבירות כלפי הרכוש,חנויות אחרות,633,5.0
עבירות כלפי הרכוש,חנויות אחרות,633,4.0
עבירות כלפי הרכוש,חנויות אחרות,633,4.0
עבירות כלפי הרכוש,חנויות אחרות,633,4.0
עבירות סדר ציבורי,חנויות אחרות,633,3.0
עבירות כלפי הרכוש,חנויות אחרות,633,2.0
עבירות כלפי הרכוש,חנויות אחרות,633,2.0
עבירות מין,חנויות אחרות,633,1.0
עבירות כלפי הרכוש,חנויות אחרות,633,1.0
עבירות מרמה,חנויות אחרות,633,3.0
עבירות כלפי הרכוש,חנויות אחרות,633,6.0
עבירות כלפי הרכוש,חנויות אחרות,633,5.0
עבירות כלפי הרכוש,חנויות אחרות,633,5.0
עבירות כלפי הרכוש,חנויות אחרות,633,5.0
עבירות כלפי הרכוש,חנויות אחרות,633,5.0
עבירות כלפי הרכוש,חנויות אחרות,633,4.0
עבירות כלפי הרכוש,חנויות אחרות,633,4.0
עבירות כלפי הרכוש,חנויות אחרות,633,3.0
עבירות כלפי הרכוש,חנויות אחרות,633,1.0
עבירות כלפי הרכוש,חנויות אחרות,633,1.0
עבירות כלפי המוסר,חנויות אחרות,633,1.0
עבירות כלפי המוסר,חנויות אחרות,633,1.0
עבירות כלפי הרכוש,חוף רחצה,633,5.0
עבירות סדר ציבורי,"חדר מדרגות,מעליות",633,1.0
עבירות נגד גוף,"חדר מדרגות,מעליות",633,4.0
עבירות סדר ציבורי,"חדר מדרגות,מעליות",633,3.0
עבירות סדר ציבורי,"חדר מדרגות,מעליות",633,4.0
עבירות כלפי הרכוש,"חדר מדרגות,מעליות",633,5.0
עבירות סדר ציבורי,"חדר מדרגות,מעליות",633,3.0
עבירות נגד גוף,"חדר מדרגות,מעליות",633,2.0
עבירות כלפי המוסר,גן ציבורי - פארק,633,6.0
עבירות סדר ציבורי,גן ציבורי - פארק,633,5.0
עבירות סדר ציבורי,גן ציבורי - פארק,633,3.0
עבירות סדר ציבורי,גן ציבורי - פארק,633,6.0
עבירות סדר ציבורי,גן ציבורי - פארק,633,3.0
עבירות כלפי הרכוש,גן ציבורי - פארק,633,6.0
עבירות סדר ציבורי,גן ציבורי - פארק,633,6.0
עבירות כלפי המוסר,גן ציבורי - פארק,633,3.0
עבירות כלפי הרכוש,גן ציבורי - פארק,633,2.0
עבירות סדר ציבורי,גן ציבורי - פארק,633,6.0
עבירות סדר ציבורי,גן ציבורי - פארק,633,6.0
עבירות כלפי המוסר,גן ציבורי - פארק,633,6.0
עבירות סדר ציבורי,גן ציבורי - פארק,633,5.0
עבירות כלפי המוסר,גן ציבורי - פארק,633,2.0
עבירות סדר ציבורי,גן ילדים,633,6.0
עבירות כלפי הרכוש,גן ילדים,633,6.0
עבירות כלפי המוסר,גג,633,3.0
עבירות כלפי המוסר,גג,633,3.0
עבירות כלפי הרכוש,בנק,633,6.0
עבירות מרמה,בנק,633,1.0
עבירות מרמה,בנק,633,4.0
עבירות נגד גוף,בנק,633,5.0
עבירות סדר ציבורי,בנק,633,1.0
עבירות כלפי הרכוש,בנק,633,2.0
עבירות מרמה,בנק,633,1.0
עבירות כלפי הרכוש,בנק,633,1.0
עבירות סדר ציבורי,בנק,633,2.0
עבירות מרמה,בנק,633,2.0
עבירות מרמה,בנק,633,5.0
עבירות מרמה,בנק,633,1.0
עבירות מרמה,בנק,633,5.0
עבירות כלפי הרכוש,בנק,633,4.0
עבירות מרמה,בנק,633,4.0
עבירות מרמה,בנק,633,4.0
עבירות מרמה,בנק,633,1.0
עבירות כלפי הרכוש,בנק,633,3.0
עבירות כלפי הרכוש,בנק,633,2.0
עבירות כלפי הרכוש,בנק,633,5.0
עבירות כלפי הרכוש,בנק,633,5.0
עבירות מרמה,בנק,633,3.0
עבירות כלפי הרכוש,בנק,633,4.0
עבירות מרמה,בנק,633,2.0
עבירות מרמה,בנק,633,1.0
עבירות מרמה,בנק,633,5.0
עבירות כלפי הרכוש,בנק,633,5.0
עבירות כלפי הרכוש,בנק,633,1.0
עבירות כלפי המוסר,בית עסק סיטונאי,633,6.0
עבירות סדר ציבורי,בית עסק סיטונאי,633,1.0
עבירות כלפי הרכוש,בית עסק סיטונאי,633,6.0
עבירות כלפי המוסר,בית עסק סיטונאי,633,6.0
עבירות כלפי הרכוש,בית עסק סיטונאי,633,6.0
עבירות סדר ציבורי,בית משפט,633,3.0
עבירות כלפי הרכוש,בית מרקחת,633,4.0
עבירות כלפי הרכוש,בית מרקחת,633,6.0
עבירות כלפי הרכוש,בית מרקחת,633,4.0
עבירות כלפי הרכוש,בית מרקחת,633,1.0
עבירות כלפי הרכוש,בית מלון,633,6.0
עבירות כלפי הרכוש,בית מלון,633,3.0
עבירות כלפי הרכוש,בית מגורים אחר,633,6.0
עבירות כלפי המוסר,בית מגורים אחר,633,6.0
עבירות סדר ציבורי,בית מגורים אחר,633,5.0
עבירות כלפי הרכוש,בית מגורים אחר,633,4.0
עבירות סדר ציבורי,בית מגורים אחר,633,3.0
עבירות סדר ציבורי,בית מגורים אחר,633,1.0
עבירות כלפי המוסר,בית מגורים אחר,633,4.0
עבירות כלפי הרכוש,בית הקרבן,633,6.0
עבירות מרמה,בית הקרבן,633,4.0
עבירות נגד גוף,בית הקרבן,633,5.0
עבירות סדר ציבורי,בית הקרבן,633,4.0
עבירות נגד גוף,בית הקרבן,633,4.0
עבירות כלפי הרכוש,בית הקרבן,633,4.0
עבירות נגד גוף,בית הקרבן,633,3.0
עבירות סדר ציבורי,בית הקרבן,633,2.0
עבירות סדר ציבורי,בית הקרבן,633,1.0
עבירות מרמה,בית הקרבן,633,1.0
עבירות סדר ציבורי,בית הקרבן,633,6.0
עבירות סדר ציבורי,בית הקרבן,633,3.0
עבירות נגד גוף,בית הקרבן,633,2.0
עבירות נגד גוף,בית הקרבן,633,2.0
עבירות סדר ציבורי,בית הקרבן,633,2.0
עבירות סדר ציבורי,בית הקרבן,633,1.0
עבירות נגד גוף,בית הקרבן,633,5.0
עבירות כלפי הרכוש,בית הקרבן,633,5.0
עבירות סדר ציבורי,בית הקרבן,633,5.0
עבירות סדר ציבורי,בית הקרבן,633,5.0
עבירות נגד גוף,בית הקרבן,633,4.0
עבירות סדר ציבורי,בית הקרבן,633,2.0
עבירות כלפי הרכוש,בית הקרבן,633,1.0
עבירות כלפי הרכוש,בית הקרבן,633,1.0
עבירות כלפי הרכוש,בית הקרבן,633,1.0
עבירות כלפי הרכוש,בית הקרבן,633,5.0
עבירות סדר ציבורי,בית הקרבן,633,4.0
עבירות סדר ציבורי,בית הקרבן,633,3.0
עבירות כלפי הרכוש,בית הקרבן,633,3.0
